AH00558: apache2: Could not reliably determine the server's fully qualified domain name, using 172.19.0.3. Set the 'ServerName' directive globally to suppress this message
[Tue Sep 14 12:53:09.686947 2021] [php7:warn] [pid 29] [client 172.18.0.1:51526] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:53:09.686971 2021] [php7:warn] [pid 29] [client 172.18.0.1:51526] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:53:09.687648 2021] [php7:warn] [pid 29] [client 172.18.0.1:51526] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:53:09.688139 2021] [php7:warn] [pid 29] [client 172.18.0.1:51526] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:53:09.692492 2021] [php7:warn] [pid 29] [client 172.18.0.1:51526] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.698286 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.698418 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.698484 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.698508 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.699263 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.699720 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:55:10.704337 2021] [php7:warn] [pid 25] [client 172.18.0.1:51534] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.746102 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.746366 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.746489 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.746534 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.748389 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.749345 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 12:57:11.757747 2021] [php7:warn] [pid 23] [client 172.18.0.1:51542] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.928788 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.928906 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.928972 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.928996 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.929890 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.930369 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:42.934716 2021] [php7:warn] [pid 21] [client 172.18.0.1:51550] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.955421 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.955552 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.955643 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.955668 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.956450 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.956966 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:50.961504 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:55.764773 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:55.764924 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:55.765119 2021] [php7:warn] [pid 30] [client 172.18.0.1:51558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:55.805939 2021] [php7:warn] [pid 20] [client 172.18.0.1:51568] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:55.806082 2021] [php7:warn] [pid 20] [client 172.18.0.1:51568] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:05:55.806219 2021] [php7:warn] [pid 20] [client 172.18.0.1:51568] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.906438 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.906542 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.906636 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.906674 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.907248 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.907654 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.911463 2021] [php7:warn] [pid 19] [client 172.18.0.1:51582] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.925207 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.925417 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.925630 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.946490 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.946701 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 692, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.946735 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 693, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:42.946752 2021] [php7:warn] [pid 36] [client 172.18.0.1:51590] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 694, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:06:54.906169 2021] [php7:warn] [pid 29] [client 172.18.0.1:51600] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/?page_id=69&preview=true
[Tue Sep 14 13:06:54.906324 2021] [php7:warn] [pid 29] [client 172.18.0.1:51600] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/?page_id=69&preview=true
[Tue Sep 14 13:07:08.570901 2021] [php7:warn] [pid 25] [client 172.18.0.1:51604] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/?page_id=69&preview=true
[Tue Sep 14 13:07:08.571034 2021] [php7:warn] [pid 25] [client 172.18.0.1:51604] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/?page_id=69&preview=true
[Tue Sep 14 13:07:42.916146 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.916256 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.916309 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.916324 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.916840 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.917151 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.919438 2021] [php7:warn] [pid 23] [client 172.18.0.1:51614] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.954716 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.954997 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.955231 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.985903 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.986184 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 692, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.986292 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 693, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:07:42.986342 2021] [php7:warn] [pid 21] [client 172.18.0.1:51626] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 694, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:05.562889 2021] [php7:warn] [pid 22] [client 172.18.0.1:51636] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1340, referer: http://localhost/?page_id=69&preview=true
[Tue Sep 14 13:08:05.562957 2021] [php7:warn] [pid 22] [client 172.18.0.1:51636] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/pluggable.php on line 1343, referer: http://localhost/?page_id=69&preview=true
[Tue Sep 14 13:08:42.885134 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:42.885282 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:42.885360 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:42.885388 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:42.886254 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:42.886798 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:42.891707 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.009423 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.009814 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.010180 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api/class-wp-rest-server.php on line 1667, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.046397 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 691, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.046720 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 692, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.046853 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 693, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:08:43.046894 2021] [php7:warn] [pid 20] [client 172.18.0.1:51640] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/rest-api.php on line 694, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 13:09:42.902743 2021] [php7:warn] [pid 30] [client 172.18.0.1:51654] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
